mutual_funds,main,Mutual Funds to Invest in India
mutual_funds,main,Showing1to20of306funds
mutual_funds,main,1.BHARAT Bond FOF - April 2031 Direct (G)
mutual_funds,main,2.Kotak Nasdaq 100 FOF Direct (G)
mutual_funds,main,3.ICICI Prudential Liquid Fund Direct (G)
mutual_funds,main,4.Parag Parikh Flexi Cap Fund Direct (G)
mutual_funds,main,5.Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund Direct (G)
mutual_funds,main,6.BHARAT Bond ETF FOF - April 2032 Direct (G)
mutual_funds,main,7.HDFC Floating Rate Debt Fund Direct (G)
mutual_funds,main,8.HDFC Gold ETF Fund of Fund Direct (G)
mutual_funds,main,9.HDFC Overnight Fund Direct (G)
mutual_funds,main,10.Nippon India Arbitrage Fund Direct (G)
mutual_funds,main,What are Mutual Funds?
mutual_funds,main,How does a Mutual Fund Work?
mutual_funds,main,Types of mutual funds
mutual_funds,main,Based on strategy
mutual_funds,main,Based on structure
mutual_funds,main,Based on investment option
mutual_funds,main,Based on asset class
mutual_funds,main,Advantages of Investing in a Mutual Fund
mutual_funds,main,Disadvantages of Investing in Mutual Funds
mutual_funds,main,Who should invest in mutual funds?
mutual_funds,main,Things to Remember Before Investing
mutual_funds,main,Comparison of Mutual Funds with other Tax Saving Schemes
mutual_funds,main,Frequently Asked Questions
mutual_funds,main,"Scripbox has listed various Mutual Fund schemes across different asset classes along with the necessary information to help you make an informed decision. You can filter as per the funds based on the categories of mutual funds. The screener will help you analyze the funds on parameters like fund type, AUM, minimum amount, age, and returns."
mutual_funds,main,Filters
mutual_funds,main,"₹ 4,829 Cr"
mutual_funds,main,9.9%
mutual_funds,main,8.7%
mutual_funds,main,6.4%
mutual_funds,main,"₹ 3,344 Cr"
mutual_funds,main,33%
mutual_funds,main,25.7%
mutual_funds,main,17.7%
mutual_funds,main,"₹ 51,593 Cr"
mutual_funds,main,7.1%
mutual_funds,main,7.1%
mutual_funds,main,6.9%
mutual_funds,main,"₹ 110,392 Cr"
mutual_funds,main,9.7%
mutual_funds,main,21.5%
mutual_funds,main,19.9%
mutual_funds,main,"₹ 7,671 Cr"
mutual_funds,main,8.5%
mutual_funds,main,7.8%
mutual_funds,main,6.5%
mutual_funds,main,"₹ 4,501 Cr"
mutual_funds,main,10.4%
mutual_funds,main,8.6%
mutual_funds,main,7.2%
mutual_funds,main,"₹ 15,496 Cr"
mutual_funds,main,8.8%
mutual_funds,main,8.4%
mutual_funds,main,8%
mutual_funds,main,"₹ 4,271 Cr"
mutual_funds,main,43.3%
mutual_funds,main,23.4%
mutual_funds,main,8.7%
mutual_funds,main,"₹ 11,146 Cr"
mutual_funds,main,6.2%
mutual_funds,main,6.4%
mutual_funds,main,6%
mutual_funds,main,"₹ 15,382 Cr"
mutual_funds,main,7.3%
mutual_funds,main,7.6%
mutual_funds,main,7.1%
mutual_funds,main,"₹ 72,336 Cr"
mutual_funds,main,3.5%
mutual_funds,main,19%
mutual_funds,main,15.9%
mutual_funds,main,"₹ 3,155 Cr"
mutual_funds,main,44.2%
mutual_funds,main,23.3%
mutual_funds,main,8.7%
mutual_funds,main,"₹ 9,797 Cr"
mutual_funds,main,9%
mutual_funds,main,8.3%
mutual_funds,main,7.8%
mutual_funds,main,"₹ 3,257 Cr"
mutual_funds,main,13.2%
mutual_funds,main,14%
mutual_funds,main,16.3%
mutual_funds,main,"₹ 29,514 Cr"
mutual_funds,main,8.1%
mutual_funds,main,7.7%
mutual_funds,main,7.5%
mutual_funds,main,"₹ 20,794 Cr"
mutual_funds,main,8.3%
mutual_funds,main,7.6%
mutual_funds,main,7.8%
mutual_funds,main,"₹ 26,848 Cr"
mutual_funds,main,1.1%
mutual_funds,main,21.4%
mutual_funds,main,14%
mutual_funds,main,"₹ 17,427 Cr"
mutual_funds,main,1.4%
mutual_funds,main,20.3%
mutual_funds,main,17.8%
mutual_funds,main,"₹ 80,642 Cr"
mutual_funds,main,8.3%
mutual_funds,main,23.5%
mutual_funds,main,17%
mutual_funds,main,"₹ 30,271 Cr"
mutual_funds,main,-0.7%
mutual_funds,main,25%
mutual_funds,main,16.5%
mutual_funds,main,Below are thein india:
mutual_funds,main,"BHARAT Bond FOF - April 2031 Direct (G)is aDebtfundthat has delivereda 1 Year return of 9.9%,a 3 Years return of 8.7%anda 5 Years return of 6.6%. The fund has an expense ratio of0.1% and an AUM of ₹4829crores as of2025-08-09.It was Launched on 2020-07-23. Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹5000.The fund allocates095.73% to debtand4.27% to other assets."
mutual_funds,main,Kotak Nasdaq 100 FOF Direct (G)is aInternational Equityfundthat has delivereda 1 Year return of 33.0%anda 3 Years return of 25.7%. The fund has an expense ratio of0.3% and an AUM of ₹3344crores as of2025-08-09.It was Launched on 2021-02-02. Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹5000.The fund allocates100.10% to equitiesand-0.10% to other assets.
mutual_funds,main,"ICICI Prudential Liquid Fund Direct (G)is aDebtfundthat has delivereda 1 Year return of 7.1%,a 3 Years return of 7.1%anda 5 Years return of 5.6%. The fund has an expense ratio of0.2% and an AUM of ₹51593crores as of2025-08-09.Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹1000.The fund allocates0118.62% to debtand-18.62% to other assets."
mutual_funds,main,"Parag Parikh Flexi Cap Fund Direct (G)is aEquityfundthat has delivereda 1 Year return of 9.7%,a 3 Years return of 21.5%anda 5 Years return of 23.8%. The fund has an expense ratio of0.6% and an AUM of ₹110392crores as of2025-08-09.It was Launched on 2013-05-24. Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹5000.The fund allocates77.24% to equities,21.44% to debtand1.32% to other assets."
mutual_funds,main,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund Direct (G)is aDebtfundthat has delivereda 1 Year return of 8.5%anda 3 Years return of 7.8%. The fund has an expense ratio of0.2% and an AUM of ₹7671crores as of2025-08-09.It was Launched on 2022-02-11. Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹5000.The fund allocates097.70% to debtand2.30% to other assets.
mutual_funds,main,BHARAT Bond ETF FOF - April 2032 Direct (G)is aDebtfundthat has delivereda 1 Year return of 10.4%anda 3 Years return of 8.6%. The fund has an expense ratio of0.1% and an AUM of ₹4501crores as of2025-08-09.It was Launched on 2021-12-15. Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹5000.The fund allocates096.83% to debtand3.17% to other assets.
mutual_funds,main,"HDFC Floating Rate Debt Fund Direct (G)is aDebtfundthat has delivereda 1 Year return of 8.8%,a 3 Years return of 8.4%anda 5 Years return of 6.9%. The fund has an expense ratio of0.3% and an AUM of ₹15497crores as of2025-08-09.It was Launched on 2013-01-01. Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹5000.The fund allocates096.34% to debtand3.66% to other assets."
mutual_funds,main,"HDFC Gold ETF Fund of Fund Direct (G)is aPrecious Metalsfundthat has delivereda 1 Year return of 43.3%,a 3 Years return of 23.4%anda 5 Years return of 11.3%. The fund has an expense ratio of0.2% and an AUM of ₹4272crores as of2025-08-09.It was Launched on 2013-01-01. Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹5000.The fund allocates01.63% to other assets."
mutual_funds,main,"HDFC Overnight Fund Direct (G)is aDebtfundthat has delivereda 1 Year return of 6.2%,a 3 Years return of 6.4%anda 5 Years return of 5.2%. The fund has an expense ratio of0.1% and an AUM of ₹11147crores as of2025-08-09.It was Launched on 2013-01-01. Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹5000.The fund allocates07.69% to debtand92.31% to other assets."
mutual_funds,main,"Nippon India Arbitrage Fund Direct (G)is aDebtfundthat has delivereda 1 Year return of 7.3%,a 3 Years return of 7.6%anda 5 Years return of 6.3%. The fund has an expense ratio of0.4% and an AUM of ₹15383crores as of2025-08-09.Theminimum SIP investment is ₹1000 and theminimum lump sum investment is ₹5000.The fund allocates-0.33% to equities,26.24% to debtand74.09% to other assets."
mutual_funds,main,"A mutual fund is an investment vehicle that pools money from investors to invest in assets like equity and debt. A mutual fund invests in shares, bonds, government securities and other assets strategically. A portfolio manager appointed by the fund house manages the mutual fund. A fund manager has the market knowledge and expertise to do the same."
mutual_funds,main,"A mutual fund’s portfolio is constructed in a way to match its investment objective. They offer small investors a diversified portfolio of securities that are professionally managed. Mutual funds can be of several types. Broadly they can be categorized based on the assets they invest. Equity funds, debt funds and hybrid funds are the threetypes of mutual fundsbased on the asset class. Mutual funds can also be classified based on investment option, structure and strategy."
mutual_funds,main,"Fund’s performance is affected by market volatility. A fund investing in equities is more volatile than a fund investing in debt securities. Hence mutual funds aren’t completely risk free. Returns earned onmutual funds are taxableas per the investment holding period. Short term capital gains are subject to short term capital gains tax (STCG tax). Whereas, the long term capital gains are subject to long term capital gains tax (LTCG tax). The taxation of mutual funds varies with the asset class. For example, all equity funds are taxed in a similar manner."
mutual_funds,main,"Mutual funds are an easy platform for retail investors to enter the financial market. However, before one decides to invest the knowledge of how it work is important."
mutual_funds,main,"Equity funds in India invest at least 65% of their total assets in stocks. Since these funds invest only in stocks, they have a significant amount of risk associated with them. Also, in the long term, these funds have the potential to generate significant returns to their investors. Under equity funds, there are different types of funds. These funds are classified based on category and investment objective. Following are the types of equity mutual funds:"
mutual_funds,main,Explore:Best Equity Mutual Fund to Invest in 2025
mutual_funds,main,"Debt mutual funds in India invest a major portion of their assets in debt or fixed income instruments. They invest in government securities, corporate bonds, debentures and money market instruments such as treasury bills, commercial papers, and certificates of deposits. Debt mutual funds invest in securities with high ratings. Also, in comparison to equity funds, the risk levels in debt funds are lower. Following are the types of debt funds:"
mutual_funds,main,Explore:Best Debt Mutual Funds to Invest in 2025
